,skclientkey,medid,device_naturalkey,Last_Removal_month,First_Removal_month,Month_w_Removal_count,Avg_Inventory_Qty_training_peroid,Min_Removal_Qty,Max_Removal_Qty,Avg_Removal_Qty,Frequency_of_Removals
319,13535,9244845,-2147440893,4,4,2,13,5.0,5.0,5,0.0
320,13535,98304,-2147440890,10,10,2,13,12.0,12.0,12,0.0
321,13535,98311,-2147440892,9,9,2,5,2.0,2.0,2,0.0
322,13535,98318,-2147440891,9,9,2,7,5.0,5.0,5,0.0
323,13535,98319,-2147440892,14,7,8,47,2.0,12.0,6,1.0
324,13535,98321,-2147440892,9,9,2,23,1.0,1.0,1,0.0
325,13535,98362,-2147440892,13,13,2,33,3.0,3.0,3,0.0
326,13535,98373,-2147440893,11,6,6,22,1.0,11.0,6,1.0
327,13535,98373,-2147440892,10,10,2,21,1.0,1.0,1,0.0
328,13535,98472,-2147440893,10,5,2,19,10.0,19.0,14,5.0
329,13535,98490,-2147440893,5,5,2,11,11.0,11.0,11,0.0
330,13535,98501,-2147440893,10,10,2,12,1.0,1.0,1,0.0
331,13535,98531,-2147440892,14,10,3,44,15.0,16.0,15,2.0
332,13535,98563,-2147440893,13,13,2,34,1.0,1.0,1,0.0
333,13535,98623,-2147440891,12,7,2,4,1.0,1.0,1,5.0
334,13535,98672,-2147440892,12,5,3,8,6.0,8.0,6,3.5
335,13535,98730,-2147440891,12,7,2,21,4.0,10.0,7,5.0
336,13535,98747,-2147440893,14,9,3,18,18.0,19.0,18,2.5
337,13535,98783,-2147440893,5,3,2,17,7.0,9.0,8,2.0
338,13535,98812,-2147440893,10,5,2,29,6.0,30.0,18,5.0
339,13535,98824,-2147440893,9,3,2,18,18.0,18.0,18,6.0
340,13535,98826,-2147440893,12,12,2,20,15.0,15.0,15,0.0
341,13535,98828,-2147440893,14,9,3,4,4.0,4.0,4,2.5
342,13535,98836,-2147440893,12,5,3,14,11.0,20.0,14,3.5
343,13535,98843,-2147440893,9,7,2,19,1.0,19.0,10,2.0
344,13535,98852,-2147440893,12,12,2,14,2.0,2.0,2,0.0
345,13535,98894,-2147440893,12,5,2,7,2.0,8.0,5,7.0
346,13535,98894,-2147440892,12,4,2,4,1.0,6.0,3,8.0
347,13535,98901,-2147440892,11,11,2,2,2.0,2.0,2,0.0
348,13535,98909,-2147440893,11,5,3,13,4.0,5.0,4,3.0
349,13535,98948,-2147440892,9,9,2,27,14.0,14.0,14,0.0
350,13535,98949,-2147440893,14,14,2,22,18.0,18.0,18,0.0
351,13535,98962,-2147440893,14,14,2,26,15.0,15.0,15,0.0
352,13535,98963,-2147440893,12,6,3,28,25.0,30.0,28,3.0
353,13535,98963,-2147440892,12,6,2,20,20.0,20.0,20,6.0
354,13535,98963,-2147440891,12,6,3,10,10.0,10.0,10,3.0
355,13535,98968,-2147440893,13,13,2,22,1.0,1.0,1,0.0
356,13535,98976,-2147440893,14,14,2,77,5.0,5.0,5,0.0
