,skclientkey,medid,device_naturalkey,Last_Removal_month,First_Removal_month,Month_w_Removal_count,Avg_Inventory_Qty_training_peroid,Min_Removal_Qty,Max_Removal_Qty,Avg_Removal_Qty,Frequency_of_Removals,max_par_level,standardstockwithindispensingdeviceflag,100avgdailyusage30,inventoryquantity,dist_eed,y_df,y_predict,modified_y_predict_less_cons,transactionquantity,Dashboard Estimate,MSE_Dashboard,MSE_Estimator_Model,MAE_Estimator_Model,MAE_Dashboard,y_removal_group,MSE_Group_Model,MAE_Group_Model
0,11923,10000092,-2147438089,14,11,2,14,4.0,8.0,6,3.0,10,0,0.0,10,303.0,0.0,5.198309098592389,5.0,8.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0
1,11923,10000101,-2147438069,13,8,3,3,1.0,2.0,1,2.5,4,1,0.0,4,60.0,0.0,1.6908393912182333,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2,11923,10000109,-2147438069,12,5,3,6,3.0,6.0,4,3.5,10,1,6.0,7,31.0,0.0,2.3385454984031435,2.0,6.0,3.0,9.0,4.0,2.0,3.0,0.0,0.0,0.0
3,11923,10000153,-2147438130,12,7,2,11,1.0,2.0,1,5.0,10,0,6.0,11,244.0,0.0,5.150596002816222,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
4,11923,10000239,-2147438139,13,10,2,4,1.0,4.0,2,3.0,6,1,0.0,6,244.0,0.0,3.482999900442109,3.0,4.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
5,11923,10000309,-2147438125,7,6,2,13,2.0,10.0,6,1.0,10,0,3.0,11,227.0,0.0,5.123038151386106,5.0,10.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0
6,11923,10000309,-2147438105,7,6,2,12,2.0,2.0,2,1.0,20,1,23.0,21,272.0,0.0,8.064126625723901,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
7,11923,10000410,-2147438072,8,5,2,8,2.0,2.0,2,3.0,10,0,40.0,7,153.0,0.0,4.390436825764098,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
8,11923,10000413,-2147438130,12,8,2,4,2.0,2.0,2,4.0,4,1,0.0,4,30.0,3.0,2.3567389118236255,2.0,2.0,1.0,4.0,1.0,1.0,2.0,0.0,9.0,3.0
9,11923,10000413,-2147438129,12,8,2,7,3.0,5.0,4,4.0,6,0,0.0,6,30.0,6.0,3.2965575635667386,3.0,5.0,2.0,16.0,9.0,3.0,4.0,0.0,36.0,6.0
10,11923,10000413,-2147438125,12,8,2,4,1.0,4.0,2,4.0,4,1,0.0,3,183.0,0.0,2.5953498171224707,2.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
11,11923,10000413,-2147438119,16,11,3,4,1.0,4.0,2,2.5,4,1,3.0,4,91.0,0.0,1.3584043499817327,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
12,11923,10000413,-2147438118,16,8,2,3,1.0,2.0,1,8.0,4,0,3.0,4,91.0,0.0,2.781717485026885,2.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0
13,11923,10000423,-2147438137,16,11,2,13,3.0,3.0,3,5.0,10,0,26.0,14,152.0,0.0,5.192538869621134,3.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
14,11923,10000462,-2147438130,15,7,2,8,6.0,10.0,8,8.0,5,0,0.0,5,229.0,0.0,3.4259158132359655,3.0,10.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
15,11923,10000462,-2147438126,15,11,2,12,4.0,8.0,6,4.0,10,1,0.0,10,229.0,0.0,4.732997323488025,4.0,8.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
16,11923,10000462,-2147438125,15,7,3,6,4.0,6.0,5,4.0,5,1,0.0,10,229.0,0.0,0.31420742907090826,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,11923,10000463,-2147438100,16,11,2,8,4.0,4.0,4,5.0,10,0,13.0,7,186.0,0.0,4.5633406935466265,4.0,4.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
18,11923,10000463,-2147438089,16,13,2,10,3.0,4.0,3,3.0,10,0,0.0,10,223.0,0.0,5.01726628970913,4.0,4.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
19,11923,10000489,-2147438139,16,5,9,5,2.0,9.0,5,1.375,9,1,153.0,9,4.0,5.0,5.092864150491835,5.0,9.0,4.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0
20,11923,10000489,-2147438138,16,9,5,8,6.0,13.0,10,1.75,9,1,83.0,5,8.0,3.0,6.590852945318817,6.0,13.0,2.0,1.0,9.0,3.0,1.0,6.0,9.0,3.0
21,11923,10000489,-2147438137,16,6,8,5,1.0,15.0,7,1.4285714285714286,6,1,0.0,6,2.0,6.0,15.405769676225008,15.0,15.0,2.0,16.0,81.0,9.0,4.0,15.0,81.0,9.0
22,11923,10000489,-2147438135,15,8,5,3,2.0,9.0,4,1.75,4,1,196.0,2,9.0,0.0,3.3970733559252038,3.0,9.0,0.0,0.0,9.0,3.0,0.0,3.0,9.0,3.0
23,11923,10000489,-2147438132,13,7,3,2,1.0,4.0,2,3.0,3,1,180.0,3,2.0,0.0,3.160551498536777,3.0,4.0,1.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0
24,11923,10000489,-2147438130,14,5,4,5,1.0,5.0,2,3.0,6,1,126.0,4,2.0,0.0,2.812497824793114,2.0,5.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0
25,11923,10000489,-2147438127,13,6,3,3,1.0,3.0,1,3.5,3,1,146.0,2,9.0,0.0,2.8246248303081196,2.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
26,11923,10000489,-2147438124,16,15,2,5,9.0,12.0,10,1.0,5,0,53.0,5,4.0,15.0,2.723923410167956,2.0,12.0,2.0,169.0,169.0,13.0,13.0,2.0,169.0,13.0
27,11923,10000489,-2147438123,16,12,4,6,1.0,13.0,6,1.3333333333333333,6,0,0.0,6,9.0,8.0,3.0794383948100523,3.0,13.0,2.0,36.0,25.0,5.0,6.0,3.0,25.0,5.0
28,11923,10000489,-2147438097,16,5,6,8,1.0,12.0,5,2.2,12,1,260.0,9,8.0,0.0,7.335957721735706,7.0,12.0,4.0,16.0,49.0,7.0,4.0,7.0,49.0,7.0
29,11923,10000489,-2147438096,16,6,7,4,1.0,9.0,4,1.6666666666666667,4,1,13.0,4,6.0,2.0,6.790808578141521,6.0,9.0,1.0,1.0,16.0,4.0,1.0,6.0,16.0,4.0
30,11923,10000489,-2147438093,15,12,4,4,2.0,9.0,6,1.0,5,0,156.0,2,-1.0,2.0,3.627566297249608,3.0,9.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0,2.0
31,11923,10000489,-2147438091,16,12,5,3,1.0,16.0,6,1.0,5,0,133.0,2,2.0,4.0,3.6761798270276773,3.0,16.0,0.0,16.0,1.0,1.0,4.0,3.0,1.0,1.0
32,11923,10000489,-2147438087,15,5,11,4,1.0,15.0,7,1.0,4,0,196.0,4,9.0,0.0,7.635221302330712,7.0,15.0,1.0,1.0,49.0,7.0,1.0,7.0,49.0,7.0
33,11923,10000507,-2147438122,16,5,12,2,4.0,8.0,6,1.0,2,1,6.0,2,4.0,4.0,6.089940189651804,6.0,8.0,0.0,16.0,4.0,2.0,4.0,6.0,4.0,2.0
34,11923,10000507,-2147438120,16,5,11,3,2.0,11.0,7,1.1,3,1,40.0,1,2.0,4.0,8.44340075948531,8.0,11.0,0.0,16.0,16.0,4.0,4.0,8.0,16.0,4.0
35,11923,10000507,-2147438089,16,5,8,11,1.0,20.0,8,1.5714285714285714,20,1,570.0,14,4.0,4.0,11.885409656364171,11.0,20.0,6.0,4.0,49.0,7.0,2.0,11.0,49.0,7.0
36,11923,10000509,-2147438122,16,5,10,2,1.0,4.0,2,1.2222222222222223,4,1,93.0,3,5.0,3.0,2.5610609221820644,2.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0
37,11923,10000509,-2147438120,16,5,12,3,2.0,12.0,6,1.0,4,1,43.0,4,5.0,8.0,8.01470544573008,8.0,12.0,1.0,49.0,0.0,0.0,7.0,8.0,0.0,0.0
38,11923,10000509,-2147438089,16,9,3,4,1.0,2.0,1,3.5,5,1,256.0,1,8.0,0.0,3.3189735286422803,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
39,11923,10000710a,-2147438136,12,7,2,5,4.0,6.0,5,5.0,6,0,0.0,9,206.0,0.0,4.017752143181076,4.0,6.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
40,11923,10000710a,-2147438135,12,7,2,11,7.0,16.0,11,5.0,5,1,0.0,7,206.0,0.0,3.2912857621754563,3.0,16.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
41,11923,10000710a,-2147438127,12,7,2,15,15.0,15.0,15,5.0,20,0,6.0,25,206.0,0.0,8.704991909637046,8.0,15.0,0.0,0.0,64.0,8.0,0.0,0.0,0.0,0.0
42,11923,10000710a,-2147438093,12,7,2,7,3.0,6.0,4,5.0,5,1,0.0,8,206.0,0.0,3.3989192288658447,3.0,6.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
43,11923,10000729,-2147438138,13,8,2,7,3.0,5.0,4,5.0,10,1,0.0,9,183.0,0.0,4.521264241689761,4.0,5.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
44,11923,10000752,-2147438125,12,6,3,4,2.0,7.0,3,3.0,3,0,0.0,6,91.0,0.0,1.614353252969978,1.0,7.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0
45,11923,10000762,-2147438069,14,7,3,10,2.0,7.0,4,3.5,15,0,0.0,10,30.0,0.0,2.7118785921500628,2.0,7.0,4.0,16.0,4.0,2.0,4.0,0.0,0.0,0.0
46,11923,10000767,-2147438069,13,7,2,5,2.0,4.0,3,6.0,8,1,0.0,6,364.0,0.0,4.181268655241984,4.0,4.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
47,11923,10000842p,-2147438132,16,12,2,12,1.0,6.0,3,4.0,10,1,10.0,6,121.0,0.0,4.021676513208815,4.0,6.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
48,11923,10000842p,-2147438127,16,12,2,9,6.0,7.0,6,4.0,10,1,0.0,10,122.0,0.0,4.490852566606664,4.0,7.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
49,11923,10000842p,-2147438095,16,12,2,16,2.0,13.0,7,4.0,10,0,16.0,6,122.0,0.0,4.299959234292054,4.0,13.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
50,11923,10000842p,-2147438092,16,12,2,13,3.0,5.0,4,4.0,10,0,0.0,11,122.0,0.0,4.8963332101844035,4.0,5.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
51,11923,10000842p,-2147438083,16,12,2,8,7.0,9.0,8,4.0,10,0,0.0,10,122.0,0.0,4.788699743494014,4.0,9.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
52,11923,10000872,-2147438099,15,9,2,10,3.0,3.0,3,6.0,10,1,0.0,5,334.0,0.0,4.432448676695358,3.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
53,11923,10000873,-2147438126,14,6,2,7,2.0,3.0,2,8.0,5,1,26.0,8,60.0,0.0,2.973930308688238,2.0,3.0,3.0,9.0,4.0,2.0,3.0,0.0,0.0,0.0
54,11923,10001061,-2147438132,13,11,2,11,4.0,12.0,8,2.0,10,0,30.0,23,213.0,0.0,6.284733550998017,6.0,12.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0
55,11923,10001107,-2147438133,13,8,2,7,7.0,7.0,7,5.0,10,0,0.0,10,152.0,0.0,4.856590796825237,4.0,7.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
56,11923,10001183,-2147438135,13,9,2,18,6.0,10.0,8,4.0,20,0,0.0,18,187.0,0.0,7.9303874666097025,7.0,10.0,0.0,0.0,49.0,7.0,0.0,0.0,0.0,0.0
57,11923,10001542,-2147438070,14,5,3,7,1.0,5.0,2,4.5,5,1,0.0,4,152.0,0.0,0.665201599620934,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,11923,10001610,-2147438130,10,9,2,11,1.0,6.0,3,1.0,25,1,6.0,20,425.0,0.0,9.43134344230314,6.0,6.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0
59,11923,10001618,-2147438130,7,6,2,4,3.0,5.0,4,1.0,5,0,0.0,0,60.0,0.0,2.5052955460181354,2.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
60,11923,10001629,-2147438102,16,13,2,9,4.0,7.0,5,3.0,10,0,0.0,10,279.0,0.0,5.143996255927411,5.0,7.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0
61,11923,10001724,-2147438134,15,10,2,13,1.0,6.0,3,5.0,10,1,0.0,8,425.0,0.0,4.961285271871233,4.0,6.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
