,skclientkey,medid,device_naturalkey,Last_Removal_month,First_Removal_month,Month_w_Removal_count,Avg_Inventory_Qty_training_peroid,Min_Removal_Qty,Max_Removal_Qty,Avg_Removal_Qty,Frequency_of_Removals
38,11923,10000507,-2147438078,9,5,5,2,4.0,7.0,5,1.0
39,11923,10000509,-2147438122,16,5,10,2,1.0,4.0,2,1.2222222222222223
40,11923,10000509,-2147438120,16,5,12,3,2.0,12.0,6,1.0
41,11923,10000509,-2147438089,16,9,3,4,1.0,2.0,1,3.5
42,11923,10000710a,-2147438136,12,7,2,5,4.0,6.0,5,5.0
43,11923,10000710a,-2147438135,12,7,2,11,7.0,16.0,11,5.0
44,11923,10000710a,-2147438127,12,7,2,15,15.0,15.0,15,5.0
45,11923,10000710a,-2147438101,12,7,2,5,2.0,6.0,4,5.0
46,11923,10000710a,-2147438093,12,7,2,7,3.0,6.0,4,5.0
47,11923,10000729,-2147438138,13,8,2,7,3.0,5.0,4,5.0
48,11923,10000752,-2147438125,12,6,3,4,2.0,7.0,3,3.0
49,11923,10000762,-2147438069,14,7,3,10,2.0,7.0,4,3.5
50,11923,10000767,-2147438069,13,7,2,5,2.0,4.0,3,6.0
51,11923,10000842p,-2147438132,16,12,2,12,1.0,6.0,3,4.0
52,11923,10000842p,-2147438127,16,12,2,9,6.0,7.0,6,4.0
53,11923,10000842p,-2147438095,16,12,2,16,2.0,13.0,7,4.0
54,11923,10000842p,-2147438092,16,12,2,13,3.0,5.0,4,4.0
55,11923,10000842p,-2147438083,16,12,2,8,7.0,9.0,8,4.0
56,11923,10000860,-2147438108,15,11,2,25,2.0,10.0,6,4.0
57,11923,10000872,-2147438099,15,9,2,10,3.0,3.0,3,6.0
58,11923,10000873,-2147438126,14,6,2,7,2.0,3.0,2,8.0
59,11923,10001003,-2147438094,11,7,2,10,10.0,10.0,10,4.0
60,11923,10001061,-2147438132,13,11,2,11,4.0,12.0,8,2.0
61,11923,10001107,-2147438133,13,8,2,7,7.0,7.0,7,5.0
62,11923,10001183,-2147438135,13,9,2,18,6.0,10.0,8,4.0
63,11923,10001542,-2147438070,14,5,3,7,1.0,5.0,2,4.5
64,11923,10001610,-2147438130,10,9,2,11,1.0,6.0,3,1.0
65,11923,10001618,-2147438130,7,6,2,4,3.0,5.0,4,1.0
66,11923,10001629,-2147438102,16,13,2,9,4.0,7.0,5,3.0
67,11923,10001724,-2147438134,15,10,2,13,1.0,6.0,3,5.0
68,11923,10001724,-2147438121,15,10,2,11,6.0,8.0,7,5.0
69,11923,10001737,-2147438132,12,10,2,7,5.0,13.0,9,2.0
70,11923,10001739,-2147438138,14,11,2,13,12.0,15.0,13,3.0
71,11923,10001739,-2147438137,14,11,2,8,5.0,8.0,6,3.0
72,11923,10001739,-2147438134,14,11,2,16,6.0,14.0,10,3.0
73,11923,10001739,-2147438133,14,8,3,8,1.0,6.0,4,3.0
74,11923,10001739,-2147438132,14,11,2,10,7.0,9.0,8,3.0
75,11923,10001739,-2147438099,14,11,2,7,2.0,5.0,3,3.0
76,11923,10001739,-2147438091,14,11,2,11,5.0,17.0,11,3.0
77,11923,10001739,-2147438084,14,11,2,8,3.0,7.0,5,3.0
78,11923,10001743,-2147438099,15,12,2,6,2.0,3.0,2,3.0
79,11923,10001756,-2147438125,14,8,2,3,1.0,2.0,1,6.0
80,11923,10001933,-2147438126,11,10,2,6,2.0,5.0,3,1.0
81,11923,10001935,-2147438133,15,5,2,9,1.0,6.0,3,10.0
82,11923,10001935,-2147438091,15,12,2,16,1.0,4.0,2,3.0
83,11923,10001946,-2147438122,13,5,2,2,1.0,2.0,1,8.0
84,11923,10001974,-2147438127,16,10,3,9,1.0,6.0,3,3.0
85,11923,10001974,-2147438088,12,9,3,15,2.0,12.0,5,1.5
86,11923,10002374,-2147438123,14,7,2,4,1.0,2.0,1,7.0
87,11923,10002374,-2147438084,14,12,2,3,1.0,1.0,1,2.0
88,11923,10002397,-2147438102,15,13,2,9,2.0,4.0,3,2.0
89,11923,10002641,-2147438139,12,6,2,14,4.0,14.0,9,6.0
90,11923,10002641,-2147438093,12,6,2,7,4.0,10.0,7,6.0
91,11923,10002664,-2147438130,14,5,3,2,1.0,3.0,2,4.5
92,11923,10002730,-2147438096,16,7,2,30,2.0,5.0,3,9.0
93,11923,10002733,-2147438122,10,8,2,3,1.0,2.0,1,2.0
94,11923,10002733,-2147438069,16,8,2,7,2.0,2.0,2,8.0
95,11923,10002883,-2147438130,8,5,2,2,1.0,2.0,1,3.0
96,11923,10002883,-2147438125,8,5,2,1,1.0,1.0,1,3.0
97,11923,10002909,-2147438101,8,6,2,9,1.0,1.0,1,2.0
98,11923,10002912,-2147438093,12,6,2,6,5.0,12.0,8,6.0
99,11923,10003283,-2147438135,14,6,2,12,1.0,4.0,2,8.0
100,11923,10003417,-2147438139,10,8,2,6,3.0,5.0,4,2.0
101,11923,10003417,-2147438138,8,5,2,4,2.0,4.0,3,3.0
102,11923,10003417,-2147438102,8,7,2,4,1.0,2.0,1,1.0
103,11923,10003417,-2147438101,15,8,2,4,1.0,2.0,1,7.0
104,11923,10003417,-2147438097,9,5,2,4,1.0,2.0,1,4.0
105,11923,10003417,-2147438096,8,5,2,5,3.0,3.0,3,3.0
106,11923,10003417,-2147438094,14,5,3,4,1.0,4.0,2,4.5
107,11923,10003417,-2147438083,8,5,2,2,1.0,2.0,1,3.0
108,11923,10003435,-2147438138,16,11,2,2,2.0,2.0,2,5.0
109,11923,10003435,-2147438134,11,9,2,4,4.0,4.0,4,2.0
110,11923,10003435,-2147438133,16,8,3,2,1.0,2.0,1,4.0
111,11923,10003435,-2147438132,16,11,2,2,1.0,2.0,1,5.0
112,11923,10003435,-2147438130,16,12,2,3,1.0,1.0,1,4.0
113,11923,10003435,-2147438101,8,5,2,2,1.0,71.0,36,3.0
114,11923,10003435,-2147438093,16,8,3,3,1.0,4.0,2,4.0
115,11923,10003435,-2147438092,16,8,3,3,2.0,3.0,2,4.0
116,11923,10003435,-2147438091,16,11,2,3,3.0,3.0,3,5.0
117,11923,10003610,-2147438133,14,7,2,12,10.0,11.0,10,7.0
118,11923,10003614,-2147438137,7,6,2,24,20.0,50.0,35,1.0
119,11923,10003614,-2147438136,12,8,2,8,7.0,10.0,8,4.0
120,11923,10003614,-2147438097,7,6,2,11,10.0,25.0,17,1.0
121,11923,10003615,-2147438134,16,10,2,31,14.0,20.0,17,6.0
122,11923,10003615,-2147438132,16,10,2,33,16.0,20.0,18,6.0
123,11923,10003615,-2147438099,16,10,2,13,2.0,3.0,2,6.0
124,11923,10003621,-2147438133,15,13,2,20,1.0,2.0,1,2.0
125,11923,10003746,-2147438127,16,9,3,7,2.0,7.0,4,3.5
126,11923,10003746,-2147438123,8,6,2,3,1.0,5.0,3,2.0
127,11923,10003746,-2147438093,8,6,2,5,3.0,5.0,4,2.0
128,11923,10003746,-2147438089,8,6,2,3,2.0,5.0,3,2.0
129,11923,10003746,-2147438081,16,13,2,4,3.0,5.0,4,3.0
130,11923,10003746,-2147438070,15,9,2,2,2.0,2.0,2,6.0
131,11923,10003746,-2147438069,14,9,2,5,5.0,5.0,5,5.0
132,11923,10003759,-2147438106,13,11,2,9,4.0,7.0,5,2.0
133,11923,10003760,-2147438133,14,5,3,15,1.0,6.0,3,4.5
134,11923,10003835,-2147438118,15,12,2,4,1.0,2.0,1,3.0
135,11923,10003835,-2147438117,15,12,2,3,1.0,1.0,1,3.0
136,11923,10003837,-2147438135,11,10,2,8,1.0,8.0,4,1.0
137,11923,10003837,-2147438134,11,10,2,10,3.0,9.0,6,1.0
138,11923,10003837,-2147438123,15,10,2,17,1.0,14.0,7,5.0
139,11923,10003837,-2147438094,11,10,2,10,2.0,2.0,2,1.0
140,11923,10003837,-2147438088,15,10,2,8,4.0,4.0,4,5.0
141,11923,10003838,-2147438139,15,10,2,9,3.0,6.0,4,5.0
142,11923,10003838,-2147438133,15,10,2,3,3.0,4.0,3,5.0
143,11923,10003838,-2147438123,15,10,2,8,8.0,8.0,8,5.0
144,11923,10003838,-2147438091,15,10,2,13,1.0,11.0,6,5.0
145,11923,10003838,-2147438083,15,10,2,10,9.0,10.0,9,5.0
146,11923,10003877,-2147438097,15,13,2,10,1.0,9.0,5,2.0
147,11923,10003889,-2147438125,15,11,2,9,1.0,7.0,4,4.0
148,11923,10003890,-2147438132,13,9,2,10,1.0,1.0,1,4.0
149,11923,10003894,-2147438086,9,8,2,7,4.0,10.0,7,1.0
150,11923,10003894,-2147438070,10,5,6,1,1.0,4.0,2,1.0
151,11923,10003919,-2147438137,14,9,2,9,1.0,3.0,2,5.0
152,11923,10003919,-2147438133,14,9,2,9,3.0,5.0,4,5.0
153,11923,10003924,-2147438136,15,8,2,5,1.0,4.0,2,7.0
154,11923,10003924,-2147438132,15,8,2,6,2.0,4.0,3,7.0
155,11923,10003924,-2147438130,15,8,2,5,2.0,3.0,2,7.0
156,11923,10003924,-2147438125,15,8,2,4,2.0,4.0,3,7.0
157,11923,10003924,-2147438091,15,8,2,5,1.0,2.0,1,7.0
158,11923,10003932,-2147438136,15,14,2,13,2.0,3.0,2,1.0
159,11923,10003941,-2147438138,13,7,2,7,3.0,19.0,11,6.0
160,11923,10003941,-2147438130,16,7,3,9,4.0,8.0,5,4.5
161,11923,10003972,-2147438119,15,6,2,1,1.0,1.0,1,9.0
162,11923,10003972,-2147438114,15,8,2,2,1.0,1.0,1,7.0
163,11923,10003972,-2147438102,15,8,3,3,1.0,2.0,1,3.5
164,11923,10003972,-2147438092,6,5,2,4,1.0,2.0,1,1.0
165,11923,10003972,-2147438091,15,8,2,3,1.0,2.0,1,7.0
166,11923,10003972,-2147438086,10,8,2,7,2.0,4.0,3,2.0
167,11923,10003974,-2147438126,9,6,3,3,1.0,2.0,1,1.5
168,11923,10003974,-2147438119,9,8,2,1,1.0,1.0,1,1.0
169,11923,10003974,-2147438117,9,5,3,1,1.0,2.0,1,2.0
170,11923,10003974,-2147438085,9,5,2,1,1.0,1.0,1,4.0
171,11923,10003980,-2147438138,14,6,3,42,1.0,2.0,1,4.0
172,11923,10003980,-2147438135,13,10,2,48,1.0,2.0,1,3.0
173,11923,10003981,-2147438086,12,9,2,10,10.0,20.0,15,3.0
174,11923,10003983,-2147438139,14,13,2,6,2.0,5.0,3,1.0
175,11923,10004010,-2147438083,12,11,2,6,5.0,6.0,5,1.0
176,11923,10004024,-2147438099,15,13,2,2,1.0,1.0,1,2.0
177,11923,10004024,-2147438085,12,7,2,2,1.0,1.0,1,5.0
178,11923,10004048,-2147438130,16,10,2,13,2.0,4.0,3,6.0
179,11923,10004052,-2147438089,13,8,2,9,8.0,10.0,9,5.0
180,11923,10004074,-2147438125,10,6,2,7,7.0,7.0,7,4.0
181,11923,10004074,-2147437929,12,6,2,14,9.0,10.0,9,6.0
182,11923,10004570,-2147438099,15,6,2,10,10.0,10.0,10,9.0
183,11923,10004599,-2147438121,16,9,2,5,1.0,1.0,1,7.0
184,11923,10004599,-2147438107,16,13,3,8,2.0,4.0,3,1.5
185,11923,10004624,-2147438069,14,6,2,8,3.0,6.0,4,8.0
186,11923,10004686,-2147438132,16,11,2,19,4.0,12.0,8,5.0
187,11923,10004708,-2147438094,8,7,2,9,1.0,4.0,2,1.0
188,11923,10004763,-2147438132,11,9,2,12,10.0,14.0,12,2.0
189,11923,10004801,-2147438068,10,9,2,3,2.0,2.0,2,1.0
190,11923,10004833,-2147438124,12,10,2,3,1.0,1.0,1,2.0
191,11923,10004971p,-2147438093,13,12,2,40,1.0,1.0,1,1.0
192,11923,10004971p,-2147438092,15,10,4,37,1.0,3.0,1,1.6666666666666667
193,11923,10004973p,-2147438133,12,11,2,29,10.0,25.0,17,1.0
194,11923,10004973p,-2147438124,11,8,2,23,21.0,46.0,33,3.0
195,11923,10004973p,-2147438104,9,7,2,26,2.0,24.0,13,2.0
196,11923,10004973p,-2147438086,11,8,2,22,11.0,23.0,17,3.0
197,11923,10004996,-2147438137,10,9,2,12,1.0,2.0,1,1.0
198,11923,10004996,-2147438126,11,8,3,20,2.0,3.0,2,1.5
199,11923,10004996,-2147438120,11,8,3,10,2.0,4.0,3,1.5
200,11923,10004996,-2147438089,11,8,2,10,1.0,6.0,3,3.0
201,11923,10005008,-2147438097,10,9,2,8,4.0,10.0,7,1.0
202,11923,10005008,-2147438096,9,6,3,4,2.0,4.0,2,1.5
203,11923,10005065,-2147438136,12,5,3,11,2.0,10.0,4,3.5
204,11923,10005065,-2147438118,10,5,3,86,6.0,26.0,13,2.5
205,11923,10005065,-2147438116,10,7,2,32,1.0,5.0,3,3.0
206,11923,10005065,-2147438110,14,10,2,75,2.0,10.0,6,4.0
207,11923,10005065,-2147438096,15,7,3,10,1.0,4.0,2,4.0
208,11923,10005065,-2147438089,13,5,2,19,10.0,10.0,10,8.0
209,11923,10005065,-2147438088,14,11,2,21,3.0,7.0,5,3.0
210,11923,10005065,-2147438085,16,6,3,91,1.0,11.0,4,5.0
211,11923,10005086,-2147438069,7,5,2,4,3.0,3.0,3,2.0
212,11923,10005271,-2147438130,16,5,2,9,3.0,4.0,3,11.0
213,11923,10005278,-2147438126,16,14,2,12,2.0,3.0,2,2.0
214,11923,10005278,-2147438123,16,14,2,10,1.0,8.0,4,2.0
215,11923,10005278,-2147438102,16,14,2,13,4.0,4.0,4,2.0
216,11923,10005281,-2147438135,9,7,2,2,2.0,2.0,2,2.0
217,11923,10005281,-2147438134,9,7,2,2,1.0,1.0,1,2.0
218,11923,10005281,-2147438107,9,7,2,4,1.0,3.0,2,2.0
219,11923,10005281,-2147438078,9,7,2,2,2.0,2.0,2,2.0
220,11923,10005281,-2147438076,10,8,2,3,1.0,4.0,2,2.0
221,11923,10005353,-2147438084,16,11,2,8,1.0,7.0,4,5.0
222,11923,10005477,-2147438125,13,11,2,12,2.0,3.0,2,2.0
223,11923,10005484,-2147438126,16,12,2,19,7.0,10.0,8,4.0
224,11923,10005525,-2147438139,14,7,3,10,2.0,4.0,3,3.5
225,11923,10005525,-2147438088,14,9,2,10,4.0,7.0,5,5.0
226,11923,10005525,-2147438087,14,7,3,10,1.0,16.0,7,3.5
227,11923,10005539,-2147438069,15,5,2,14,5.0,6.0,5,10.0
228,11923,10005543,-2147438130,9,6,2,2,1.0,2.0,1,3.0
229,11923,10005543,-2147438127,9,6,2,2,2.0,2.0,2,3.0
230,11923,10005543,-2147438120,9,5,3,4,1.0,3.0,1,2.0
231,11923,10005543,-2147438108,9,6,2,2,1.0,1.0,1,3.0
232,11923,10005543,-2147438090,10,5,3,2,1.0,2.0,1,2.5
233,11923,10005543,-2147438089,9,6,2,2,1.0,2.0,1,3.0
234,11923,10005543,-2147438078,9,6,2,2,2.0,2.0,2,3.0
235,11923,10005543,-2147438069,6,5,2,14,8.0,9.0,8,1.0
236,11923,10005620,-2147438139,14,5,2,13,10.0,12.0,11,9.0
237,11923,10005620,-2147438092,14,7,2,6,3.0,8.0,5,7.0
238,11923,10005625,-2147438126,16,12,2,3,1.0,1.0,1,4.0
239,11923,10005625,-2147438097,11,9,2,2,1.0,1.0,1,2.0
240,11923,10005625,-2147438086,16,5,2,2,1.0,1.0,1,11.0
241,11923,10005625,-2147438078,12,5,3,4,1.0,3.0,1,3.5
242,11923,10005673,-2147438099,14,13,2,10,9.0,13.0,11,1.0
243,11923,10005780,-2147438132,14,12,2,9,1.0,2.0,1,2.0
244,11923,10005780,-2147438097,14,11,2,12,1.0,3.0,2,3.0
245,11923,10005780,-2147438089,14,12,2,9,2.0,4.0,3,2.0
246,11923,10005789,-2147438135,16,12,3,10,4.0,10.0,7,2.0
247,11923,10005790,-2147437929,15,8,2,4,3.0,4.0,3,7.0
248,11923,10005884,-2147438097,13,8,2,6,6.0,6.0,6,5.0
249,11923,10005887,-2147438134,16,12,2,6,2.0,4.0,3,4.0
250,11923,10005887,-2147438110,16,12,2,6,1.0,6.0,3,4.0
251,11923,10006149,-2147438137,11,6,3,14,1.0,15.0,7,2.5
252,11923,10006149,-2147438124,9,6,2,22,1.0,33.0,17,3.0
253,11923,10006149,-2147438086,9,5,2,12,1.0,12.0,6,4.0
254,11923,10006149,-2147438085,16,12,2,6,2.0,4.0,3,4.0
255,11923,10006149,-2147438078,16,9,2,7,2.0,8.0,5,7.0
256,11923,10006149,-2147438076,16,9,2,3,2.0,3.0,2,7.0
257,11923,10006149,-2147438072,16,9,4,7,1.0,6.0,2,2.3333333333333335
258,11923,10006151,-2147438124,14,5,2,8,7.0,7.0,7,9.0
259,11923,10006151,-2147438102,14,5,2,6,4.0,5.0,4,9.0
260,11923,10006151,-2147438100,14,5,2,7,6.0,9.0,7,9.0
261,11923,10006151,-2147438087,14,5,2,17,7.0,16.0,11,9.0
262,11923,10006174,-2147438121,16,7,2,9,4.0,4.0,4,9.0
263,11923,10006223,-2147438135,8,7,2,12,4.0,15.0,9,1.0
264,11923,10006223,-2147438133,8,7,2,13,8.0,10.0,9,1.0
265,11923,10006223,-2147438132,8,7,2,13,8.0,15.0,11,1.0
266,11923,10006223,-2147438129,8,6,2,3,1.0,3.0,2,2.0
267,11923,10006226,-2147438106,16,8,2,4,4.0,4.0,4,8.0
268,11923,10006226,-2147438078,8,5,2,3,1.0,2.0,1,3.0
269,11923,10006226,-2147438075,16,15,2,3,6.0,6.0,6,1.0
270,11923,10006240,-2147438135,10,8,2,19,10.0,14.0,12,2.0
271,11923,10006240,-2147438133,10,8,2,11,2.0,10.0,6,2.0
272,11923,10006256a,-2147438127,13,5,2,21,5.0,10.0,7,8.0
273,11923,10006256a,-2147438113,10,5,2,4,1.0,4.0,2,5.0
274,11923,10006266,-2147438133,16,5,2,20,1.0,10.0,5,11.0
275,11923,10006266,-2147438095,8,5,2,14,1.0,20.0,10,3.0
276,11923,10006276,-2147438086,16,14,3,11,2.0,4.0,2,1.0
277,11923,10006293,-2147438135,9,8,2,5,5.0,7.0,6,1.0
278,11923,10006293,-2147438133,9,8,2,5,5.0,5.0,5,1.0
279,11923,10006293,-2147438132,9,8,2,4,4.0,5.0,4,1.0
280,11923,10006306,-2147438125,9,7,2,5,1.0,1.0,1,2.0
281,11923,10006306,-2147438122,9,7,2,7,3.0,7.0,5,2.0
282,11923,10006306,-2147438120,9,7,2,5,2.0,3.0,2,2.0
283,11923,10006395,-2147438136,9,7,2,8,4.0,4.0,4,2.0
284,11923,10006395,-2147438121,14,10,3,36,1.0,1.0,1,2.0
285,11923,10006395,-2147438070,12,9,2,42,1.0,16.0,8,3.0
286,11923,10006694,-2147438095,12,10,2,13,9.0,9.0,9,2.0
287,11923,10006977,-2147438094,13,12,2,8,2.0,2.0,2,1.0
288,11923,10007017,-2147438118,13,5,7,2,1.0,5.0,2,1.3333333333333333
289,11923,10007017,-2147438075,16,13,3,2,2.0,7.0,3,1.5
290,11923,10007026,-2147438138,12,9,2,12,1.0,3.0,2,3.0
291,11923,10007026,-2147438088,12,9,2,11,2.0,10.0,6,3.0
292,11923,10007027,-2147438095,15,14,2,12,4.0,5.0,4,1.0
293,11923,10007027,-2147438092,15,14,2,14,7.0,17.0,12,1.0
294,11923,10007027,-2147438091,15,12,2,9,3.0,8.0,5,3.0
295,11923,10007036,-2147438101,11,5,2,11,8.0,17.0,12,6.0
296,11923,10007081,-2147438088,16,9,2,5,1.0,4.0,2,7.0
297,11923,10007103,-2147438069,10,7,2,7,1.0,2.0,1,3.0
298,11923,10007105b,-2147438127,13,6,2,10,7.0,15.0,11,7.0
299,11923,10007105b,-2147438126,13,6,2,9,5.0,9.0,7,7.0
300,11923,10007105b,-2147438125,13,6,2,9,4.0,11.0,7,7.0
301,11923,10007106,-2147438130,13,7,2,8,6.0,8.0,7,6.0
302,11923,10007106,-2147438127,13,6,2,8,6.0,9.0,7,7.0
303,11923,10007106,-2147438112,13,6,2,7,6.0,7.0,6,7.0
304,11923,10007336,-2147438124,14,9,2,4,2.0,5.0,3,5.0
305,11923,10007482p,-2147438135,16,10,2,4,1.0,1.0,1,6.0
306,11923,10007482p,-2147438087,16,9,2,4,1.0,3.0,2,7.0
307,11923,10007487,-2147438127,7,5,2,11,1.0,10.0,5,2.0
308,11923,10007493,-2147438089,11,9,2,7,3.0,6.0,4,2.0
309,11923,10007494,-2147438136,13,11,2,8,1.0,7.0,4,2.0
310,11923,10007495,-2147438136,12,8,2,9,2.0,4.0,3,4.0
311,11923,10007495,-2147438120,14,12,2,15,1.0,1.0,1,2.0
312,11923,10007495,-2147438100,14,7,2,11,2.0,3.0,2,7.0
313,11923,10007495,-2147438084,8,7,2,9,1.0,4.0,2,1.0
314,11923,10007497,-2147438138,13,11,2,9,3.0,4.0,3,2.0
315,11923,10007498,-2147438136,11,10,2,10,4.0,11.0,7,1.0
316,11923,10007498,-2147438134,14,11,2,9,1.0,7.0,4,3.0
317,11923,10007498,-2147438132,14,5,2,5,1.0,4.0,2,9.0
318,11923,10007498,-2147438089,7,5,2,9,1.0,5.0,3,2.0
319,11923,10007498,-2147437929,11,10,2,8,7.0,10.0,8,1.0
320,11923,10007499,-2147437929,15,13,2,10,1.0,10.0,5,2.0
321,11923,10007500,-2147438136,8,7,2,10,4.0,8.0,6,1.0
322,11923,10007500,-2147438132,15,7,2,8,1.0,5.0,3,8.0
323,11923,10007501,-2147438120,12,7,2,13,5.0,8.0,6,5.0
324,11923,10007503,-2147438120,8,5,2,8,6.0,10.0,8,3.0
325,11923,10007503,-2147438096,8,5,2,11,10.0,13.0,11,3.0
326,11923,10007503,-2147438086,8,5,2,10,10.0,10.0,10,3.0
327,11923,10007503,-2147438083,8,5,2,9,9.0,9.0,9,3.0
328,11923,10007509,-2147438108,12,6,3,2,2.0,3.0,2,3.0
329,11923,10007509,-2147438069,13,6,4,7,2.0,11.0,6,2.3333333333333335
330,11923,10007513,-2147438085,14,13,2,4,2.0,2.0,2,1.0
331,11923,10007513,-2147438081,14,13,2,2,1.0,2.0,1,1.0
332,11923,10007513,-2147438080,14,13,2,1,1.0,1.0,1,1.0
333,11923,10007523,-2147438069,13,9,2,18,10.0,19.0,14,4.0
334,11923,10007532,-2147438130,16,6,3,2,1.0,2.0,1,5.0
335,11923,10007532,-2147438129,16,5,5,2,1.0,2.0,1,2.75
336,11923,10007532,-2147438124,16,5,3,1,1.0,2.0,1,5.5
337,11923,10007532,-2147438123,16,5,3,1,1.0,1.0,1,5.5
338,11923,10007532,-2147438119,16,6,2,1,1.0,1.0,1,10.0
339,11923,10007532,-2147438118,16,6,2,1,1.0,1.0,1,10.0
340,11923,10007532,-2147438086,16,5,3,1,1.0,1.0,1,5.5
341,11923,10007532,-2147438085,16,6,3,1,1.0,1.0,1,5.0
342,11923,10007532,-2147438082,16,6,2,1,1.0,1.0,1,10.0
343,11923,10007555,-2147438107,14,8,2,6,1.0,3.0,2,6.0
344,11923,10007561,-2147438085,16,14,2,22,3.0,4.0,3,2.0
345,11923,10007655,-2147438132,16,12,2,17,3.0,14.0,8,4.0
346,11923,10007655,-2147438127,16,12,2,10,5.0,6.0,5,4.0
347,11923,10007655,-2147438122,16,12,2,9,3.0,8.0,5,4.0
348,11923,10007655,-2147438100,16,12,2,9,4.0,7.0,5,4.0
349,11923,10007655,-2147438099,16,12,2,11,5.0,11.0,8,4.0
350,11923,10007667p,-2147438084,12,10,2,10,2.0,3.0,2,2.0
351,11923,10007677,-2147438137,16,6,2,24,10.0,10.0,10,10.0
352,11923,10007682,-2147438135,15,6,2,22,22.0,26.0,24,9.0
353,11923,10007682,-2147438127,15,8,2,19,3.0,25.0,14,7.0
354,11923,10007682,-2147438121,16,7,9,2,2.0,5.0,3,1.125
355,11923,10007682,-2147438120,16,7,9,1,2.0,4.0,2,1.125
356,11923,10007682,-2147438110,14,9,2,1,1.0,2.0,1,5.0
357,11923,10007682,-2147438077,16,9,6,2,2.0,4.0,2,1.4
358,11923,10007682,-2147437929,16,14,3,2,1.0,2.0,1,1.0
359,11923,10007686p,-2147438137,14,12,2,13,1.0,4.0,2,2.0
360,11923,10007752,-2147438135,11,10,2,7,1.0,8.0,4,1.0
361,11923,10007752,-2147438097,11,6,4,11,1.0,10.0,5,1.6666666666666667
362,11923,10007752,-2147438092,13,12,2,7,2.0,3.0,2,1.0
363,11923,10007768,-2147438136,8,6,2,4,2.0,3.0,2,2.0
364,11923,10007768,-2147438134,16,11,2,3,1.0,1.0,1,5.0
365,11923,10007768,-2147438132,10,8,2,3,1.0,2.0,1,2.0
366,11923,10007768,-2147438124,11,8,2,7,1.0,1.0,1,3.0
367,11923,10007768,-2147438101,10,6,2,12,9.0,11.0,10,4.0
368,11923,10007768,-2147438099,13,10,2,4,1.0,3.0,2,3.0
369,11923,10007768,-2147438086,11,8,2,4,1.0,2.0,1,3.0
