,skclientkey,medid,device_naturalkey,Last_Removal_month,First_Removal_month,Month_w_Removal_count,Avg_Inventory_Qty_training_peroid,Min_Removal_Qty,Max_Removal_Qty,Avg_Removal_Qty,Frequency_of_Removals,max_par_level,standardstockwithindispensingdeviceflag,100avgdailyusage30,inventoryquantity,dist_eed,y_df,y_predict,modified_y_predict_less_cons,transactionquantity,Dashboard Estimate,MSE_Dashboard,MSE_Estimator_Model,MAE_Estimator_Model,MAE_Dashboard,y_removal_group,MSE_Group_Model,MAE_Group_Model
711,11923,10029529,-2147438107,13,7,4,0,1.0,1.0,1,2.0,1,0,0.0,0,-55.0,0.0,1.2719096517806774,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
712,11923,10029529,-2147438086,15,5,8,3,1.0,10.0,5,1.4285714285714286,3,1,170.0,1,-6.0,0.0,0.584948769958638,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,11923,10029529,-2147438083,15,5,5,3,2.0,7.0,3,2.5,3,1,226.0,1,2.0,4.0,2.7032596562439375,2.0,7.0,0.0,16.0,4.0,2.0,4.0,0.0,16.0,4.0
714,11923,10029609,-2147438096,15,5,2,7,2.0,7.0,4,10.0,10,1,0.0,6,182.0,0.0,4.124046565050506,4.0,7.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
715,11923,10029696,-2147438127,15,10,2,5,2.0,5.0,3,5.0,20,1,376.0,8,305.0,0.0,5.298844073881954,5.0,5.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0
716,11923,10030191,-2147438127,15,4,12,4,4.0,21.0,8,1.0,5,1,83.0,3,5.0,14.0,9.50758797258861,9.0,21.0,1.0,169.0,25.0,5.0,13.0,9.0,25.0,5.0
717,11923,10030466,-2147438135,15,7,2,7,1.0,8.0,4,8.0,5,1,6.0,8,182.0,0.0,3.264888849143599,3.0,8.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
718,11923,10030466,-2147438134,15,11,3,9,3.0,5.0,4,2.0,10,1,0.0,10,182.0,0.0,2.4043298874961376,2.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
719,11923,10030466,-2147438133,13,7,3,9,2.0,6.0,3,3.0,10,1,106.0,3,182.0,0.0,1.5067879210352348,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
720,11923,10030509,-2147438095,13,8,2,9,4.0,10.0,7,5.0,10,1,150.0,3,759.0,0.0,4.9565485853432385,4.0,10.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0
721,11923,10031435,-2147438139,13,9,3,0,1.0,1.0,1,2.0,1,1,6.0,1,50.0,0.0,1.249715005788092,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
722,11923,10031435,-2147438135,14,8,3,0,1.0,1.0,1,3.0,1,0,6.0,0,50.0,0.0,1.399042252568902,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
723,11923,10031435,-2147438130,14,10,2,0,1.0,2.0,1,4.0,1,0,0.0,1,50.0,0.0,2.015545266900343,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
724,11923,10031435,-2147438127,15,4,5,0,1.0,2.0,1,2.75,1,0,0.0,0,30.0,0.0,0.8515619170242285,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,11923,10031435,-2147438124,14,4,5,0,1.0,2.0,1,2.5,1,1,16.0,0,-14.0,2.0,0.6693231849488003,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,4.0,2.0
726,11923,10031435,-2147438123,15,7,5,0,1.0,4.0,2,2.0,1,1,13.0,0,73.0,0.0,0.6630264703881946,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,11923,10031435,-2147438101,14,12,3,0,1.0,2.0,1,1.0,1,0,0.0,0,-42.0,0.0,1.9763869606964903,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
728,11923,10031435,-2147438099,14,12,3,0,1.0,14.0,5,1.0,1,0,0.0,0,16.0,0.0,1.6105335135469314,1.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
729,11923,10031435,-2147438092,15,12,4,1,1.0,5.0,2,1.0,1,0,3.0,0,5.0,0.0,1.127471177101297,1.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
730,11923,10031435,-2147438086,13,7,5,0,1.0,3.0,1,1.5,1,0,6.0,0,50.0,0.0,0.8753239222968174,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
