clientkey,medid,lastmodifieddatetime,unitcost,hdp_shardid,sourcesystemkey,medkey
10023,3524,2021-03-12 05:32:03.253,86.920000,7,2,509690
10023,2307,2021-03-12 05:32:03.253,1.040000,7,2,509689
10023,7443,2021-03-12 05:32:03.253,8.030000,7,2,509688
10023,T0855,2020-05-22 08:11:50.203,0.000000,7,2,509687
10023,T0835,2020-05-22 08:11:50.203,0.000000,7,2,509643
10023,14702,2021-03-12 05:32:03.253,0.368100,7,2,509787
10023,7555,2020-05-22 08:11:50.203,0.813100,7,2,509786
10023,5473,2021-03-12 05:32:03.253,3.300000,7,2,509785
10023,2080,2020-05-22 08:11:50.203,2.062400,7,2,509782
10023,14823,2020-05-22 08:11:50.203,5.795600,7,2,509780
10023,2076,2021-03-12 05:32:03.253,0.516200,7,2,509778
10023,7148,2020-05-22 08:11:50.203,3.752600,7,2,509777
10023,6657,2021-03-12 05:32:03.253,0.183000,7,2,509776
10023,12096,2020-05-22 08:11:50.203,0.120000,7,2,509775
10023,18470,2020-05-22 08:11:50.203,100.000000,7,2,509773
10023,18005,2021-03-12 05:32:03.253,2.290000,7,2,509730
10023,2838,2021-03-12 05:32:03.253,0.256600,7,2,509728
10023,3290,2020-05-22 08:11:50.203,0.137800,7,2,509727
10023,3577,2021-03-12 05:32:03.253,1.357800,7,2,509726
10023,1890,2021-03-12 05:32:03.253,2.240000,7,2,509723
10023,5089,2021-03-12 05:32:03.253,4.039200,7,2,509721
10023,3102,2021-03-12 05:32:03.253,1.957200,7,2,509720
10023,12569,2021-03-12 05:32:03.253,1.590600,7,2,509610
10023,6093,2021-03-12 05:32:03.253,3.545000,7,2,509608
10023,13309,2021-03-12 05:32:03.253,2.215500,7,2,509607
10023,2433,2020-05-22 08:11:50.203,71.457000,7,2,509606
10023,1360,2020-05-22 08:11:50.203,0.096500,7,2,509604
10023,14062,2021-03-12 05:32:03.253,0.080200,7,2,509603
10023,6058,2021-03-12 05:32:03.253,0.038300,7,2,509601
10023,3538,2021-03-12 05:32:03.253,0.045600,7,2,509600
10023,6382,2020-05-22 08:11:50.203,0.378300,7,2,509556
10023,5761,2021-03-12 05:32:03.253,2.117900,7,2,509555
10023,2596,2020-05-22 08:11:50.203,298.196200,7,2,509554
10023,5771,2021-03-12 05:32:03.253,5.528500,7,2,509553
10023,1973,2020-05-22 08:11:50.203,34.840000,7,2,509552
10023,17225,2021-03-12 05:32:03.253,27.660000,7,2,509550
10023,14976,2021-03-12 05:32:03.253,15.082000,7,2,509549
10023,2232,2021-03-12 05:32:03.253,5.810000,7,2,509548
10023,TBT07PACU,2020-05-22 08:11:50.203,0.000000,7,2,509547
10023,1877,2021-03-12 05:32:03.253,2.558400,7,2,509545
10023,2035,2020-05-22 08:11:50.203,0.991600,7,2,509544
10023,2553,2021-03-12 05:32:03.253,1.684400,7,2,509543
10023,17679,2020-05-22 08:11:50.203,28.000000,7,2,509542
10023,4641,2020-05-22 08:11:50.203,2.590000,7,2,509540
10023,16557,2020-05-22 08:11:50.203,19.200000,7,2,509537
10023,FKT11SW,2021-04-28 08:21:26.347,0.000000,7,2,509639
10023,5727,2021-03-12 05:32:03.253,0.321700,7,2,509636
10023,11953,2021-03-12 05:32:03.253,0.182900,7,2,509635
10023,3868,2020-05-22 08:11:50.203,3.990000,7,2,509634
10023,T0824,2020-05-22 08:11:50.203,0.000000,7,2,509633
10023,16546,2021-03-12 05:32:03.253,4.380000,7,2,509632
10023,3603,2021-03-12 05:32:03.253,9.447500,7,2,509631
10023,2061,2021-03-12 05:32:03.253,0.764400,7,2,509630
10023,3236,2021-03-12 05:32:03.253,5.970000,7,2,509628
10023,7005,2021-03-12 05:32:03.253,2.790000,7,2,509627
10023,14080,2020-05-22 08:11:50.203,1.000000,7,2,509626
10023,4404,2021-03-12 05:32:03.253,0.116100,7,2,509625
10023,2309,2021-03-12 05:32:03.253,397.713000,7,2,509624
10023,2246,2021-03-12 05:32:03.253,134.080000,7,2,509623
10023,3367,2021-03-12 05:32:03.253,0.018000,7,2,509622
10023,3133,2021-03-12 05:32:03.253,0.040300,7,2,509621
10023,5180,2021-03-12 05:32:03.253,15.146100,7,2,509620
10023,12416,2021-03-12 05:32:03.253,0.101600,7,2,509616
10023,4606,2021-03-12 05:32:03.253,4.412800,7,2,509615
10023,3520,2021-03-12 05:32:03.253,3.208000,7,2,509614
10023,5616,2021-03-04 03:42:21.553,0.440000,7,2,509967
10023,15216,2021-03-12 05:32:03.253,7.252700,7,2,509964
10023,2342,2021-03-12 05:32:03.253,0.062600,7,2,509963
10023,1398,2021-03-12 05:32:03.253,0.022700,7,2,509960
10023,12443,2021-03-12 05:32:03.253,1.732700,7,2,509959
10023,4551,2021-03-12 05:32:03.253,2.286000,7,2,509957
10023,2747,2020-05-22 08:11:50.203,1.490000,7,2,509955
10023,13301,2020-05-22 08:11:50.203,0.470000,7,2,509954
10023,11194,2021-03-12 05:32:03.253,0.361300,7,2,509953
10023,T1101,2020-05-22 08:11:50.203,0.000000,7,2,509952
10023,1060,2020-05-22 08:11:50.203,60.720000,7,2,509950
10023,16048,2020-05-22 08:11:50.203,6.660000,7,2,509949
10023,5614,2021-03-12 05:32:03.253,7.367000,7,2,509947
10023,1312,2021-03-12 05:32:03.253,50.874000,7,2,509903
10023,99984,2020-05-22 08:11:50.203,0.000000,7,2,509901
10023,3103,2021-03-12 05:32:03.253,10.980400,7,2,509899
10023,16818,2021-03-12 05:32:03.253,5.840000,7,2,509898
10023,18781,2020-05-22 08:11:50.203,120.000000,7,2,509897
10023,11470,2021-03-12 05:32:03.253,0.158100,7,2,509895
10023,18747,2021-03-12 01:27:15.983,2.750000,7,2,509894
10023,1195,2021-03-12 05:32:03.253,0.550800,7,2,510041
10023,4243,2021-03-12 05:32:03.253,30.930000,7,2,510040
10023,4853,2020-05-22 08:11:50.203,109.110000,7,2,510039
10023,1980,2021-03-12 05:32:03.253,0.870000,7,2,510038
10023,17410,2020-05-22 08:11:50.203,479.620000,7,2,509988
10023,11564,2020-05-22 08:11:50.203,0.130000,7,2,509987
10023,7032,2020-05-22 08:11:50.203,24.000000,7,2,509986
10023,11660,2021-03-12 05:32:03.253,0.524000,7,2,509983
10023,17787,2020-05-22 08:11:50.203,6.000000,7,2,509982
10023,12842,2021-03-12 05:32:03.253,3.603600,7,2,509981
10023,2021,2021-03-12 05:32:03.253,0.054700,7,2,509980
10023,15209,2021-03-12 05:32:03.253,29.676700,7,2,509979
10023,3328,2021-03-12 05:32:03.253,1.049600,7,2,509978
10023,11673,2021-03-12 05:32:03.253,0.299000,7,2,509975
10023,7434,2021-03-12 05:32:03.253,1.487400,7,2,509974
10023,7524,2020-05-22 08:11:50.203,18.601670,7,2,509973
10023,11672,2021-03-12 05:32:03.253,0.290900,7,2,509972
10023,2408,2020-05-22 08:11:50.203,1.570000,7,2,509970
10023,6640,2021-03-12 05:32:03.253,193.820000,7,2,509968
10023,1522,2021-03-12 05:32:03.253,11.870800,7,2,509817
10023,4760,2021-03-12 05:32:03.253,0.300000,7,2,509815
10023,3013,2021-03-12 05:32:03.253,2.260000,7,2,509813
10023,11432,2021-03-12 05:32:03.253,0.733900,7,2,509810
10023,1174,2020-05-22 08:11:50.203,5.395200,7,2,509808
10023,11352,2021-03-12 05:32:03.253,0.072400,7,2,509807
10023,1240,2021-03-12 05:32:03.253,0.282300,7,2,509806
10023,GEN1,2020-05-22 08:11:50.203,0.000000,7,2,509805
10023,6536,2021-03-12 05:32:03.253,17.160000,7,2,509804
10023,4896,2020-05-22 08:11:50.203,0.411000,7,2,509803
10023,16556,2020-05-22 08:11:50.203,10.228000,7,2,509802
10023,14030,2021-03-12 05:32:03.253,0.155400,7,2,509801
10023,4137,2020-05-22 08:11:50.203,0.153400,7,2,509800
10023,3378,2021-03-12 05:32:03.253,8.279000,7,2,509797
10023,1756,2021-03-12 05:32:03.253,13.300000,7,2,509793
10023,1871,2021-03-12 01:27:15.983,5.961600,7,2,509792
10023,1659,2020-05-22 08:11:50.203,7.003600,7,2,509791
10023,3015,2021-03-12 05:32:03.253,0.216000,7,2,509790
10023,19394,2020-05-22 08:11:50.203,3.710000,7,2,509789
10023,11440,2021-03-12 05:32:03.253,0.095100,7,2,509788
10023,FKT10SE,2021-04-28 08:21:26.347,0.000000,7,2,509890
10023,3208,2021-03-12 05:32:03.253,18.770000,7,2,509889
10023,2064,2020-05-22 08:11:50.203,0.605300,7,2,509888
10023,12097,2020-05-22 08:11:50.203,1.100000,7,2,509887
10023,11732,2020-05-22 08:11:50.203,0.000000,7,2,509885
10023,3025,2021-03-12 05:32:03.253,1.372500,7,2,509884
10023,T0862,2020-05-22 08:11:50.203,0.000000,7,2,509883
10023,3938,2021-03-12 05:32:03.253,8.170000,7,2,509882
10023,11508,2020-05-22 08:11:50.203,14.842290,7,2,509881
10023,6226,2020-05-22 08:11:50.203,1.490000,7,2,509880
10023,3055,2021-03-12 05:32:03.253,7.292500,7,2,509878
10023,13151,2021-03-12 05:32:03.253,5.175000,7,2,509877
10023,2285,2020-05-22 08:11:50.203,56.324000,7,2,509876
10023,3294,2021-03-12 05:32:03.253,50.605000,7,2,509873
10023,5542,2021-03-12 05:32:03.253,16.503000,7,2,509871
10023,3281,2021-03-12 05:32:03.253,0.113800,7,2,509870
10023,1459,2021-03-12 05:32:03.253,14.102000,7,2,509868
10023,4319,2020-05-22 08:11:50.203,12.250000,7,2,509867
10023,2677,2020-05-22 08:11:50.203,15.000800,7,2,509865
10023,2787,2021-03-12 05:32:03.253,0.040600,7,2,509863
10023,T0816,2020-05-22 08:11:50.203,0.000000,7,2,509862
10023,2761,2021-03-12 05:32:03.253,0.124000,7,2,508066
10023,14721,2021-03-12 05:32:03.253,0.182200,7,2,508065
10023,1280,2021-03-12 05:32:03.253,0.077700,7,2,508064
10023,6100,2020-05-22 08:11:50.203,2.690000,7,2,508063
10023,5294,2020-05-22 08:11:50.203,19.050200,7,2,508058
10023,T0828,2020-05-22 08:11:50.203,0.000000,7,2,508056
10023,2504,2021-03-12 05:32:03.253,0.640000,7,2,508053
10023,4,2020-05-22 08:11:50.203,0.000000,7,2,508052
10023,3347,2021-03-12 05:32:03.253,1.486600,7,2,508050
10023,1213,2021-03-12 05:32:03.253,0.470000,7,2,508049
10023,1798,2020-05-22 08:11:50.203,6.490000,7,2,508048
10023,11347,2021-04-28 08:21:26.347,0.030000,7,2,508047
10023,4445,2021-03-12 05:32:03.253,1.251200,7,2,508002
10023,17441,2020-05-22 08:11:50.203,68.150000,7,2,508001
10023,1819,2020-05-22 08:11:50.203,59.530000,7,2,508000
10023,6315,2021-03-12 05:32:03.253,0.050300,7,2,507999
10023,5578,2021-03-12 05:32:03.253,0.537000,7,2,507998
10023,17944,2020-05-22 08:11:50.203,67.920000,7,2,507997
10023,6036,2021-03-12 05:32:03.253,0.382800,7,2,507996
10023,17683,2020-05-22 08:11:50.203,0.230000,7,2,507995
10023,1367,2020-05-22 08:11:50.203,0.323300,7,2,507994
10023,3793,2021-03-12 05:32:03.253,92.449000,7,2,508141
10023,6663,2021-03-12 05:32:03.253,238.680000,7,2,508140
10023,4111,2021-03-12 05:32:03.253,0.042000,7,2,508139
10023,6983,2021-03-12 05:32:03.253,3.180600,7,2,508138
10023,2138,2021-03-12 05:32:03.253,0.025100,7,2,508137
10023,1232,2021-03-12 05:32:03.253,3.720000,7,2,508136
10023,3869,2020-05-22 08:11:50.203,3.990000,7,2,508086
10023,5788,2020-05-22 08:11:50.203,0.080000,7,2,508083
10023,3935,2020-05-22 08:11:50.203,0.149700,7,2,508082
10023,13433,2020-05-22 08:11:50.203,9.590000,7,2,508078
10023,8881,2020-05-22 08:11:50.203,0.000000,7,2,508077
10023,3097,2021-03-12 05:32:03.253,1.415000,7,2,508076
10023,4518,2020-05-22 08:11:50.203,8.702000,7,2,508074
10023,14622,2021-03-12 05:32:03.253,0.075500,7,2,508073
10023,3516,2020-05-22 08:11:50.203,3.130700,7,2,508071
10023,4444,2021-03-12 05:32:03.253,0.046000,7,2,508070
10023,13543,2021-03-12 05:32:03.253,2.779500,7,2,508069
10023,5764,2021-03-12 05:32:03.253,0.320200,7,2,507961
10023,9579,2020-05-22 08:11:50.203,1.000000,7,2,507960
10023,1113,2021-03-12 05:32:03.253,0.149300,7,2,507959
10023,4402,2021-03-12 05:32:03.253,8280.260000,7,2,507914
10023,17479,2021-03-12 05:32:03.253,1.505500,7,2,507913
10023,3640,2021-03-12 05:32:03.253,2.205800,7,2,507911
10023,14355,2020-05-22 08:11:50.203,794.630000,7,2,507910
10023,7056,2021-03-12 05:32:03.253,0.563300,7,2,507909
10023,16075,2021-03-12 05:32:03.253,0.920000,7,2,507908
10023,6435,2021-03-12 05:32:03.253,4.298000,7,2,507906
10023,15451,2021-03-12 05:32:03.253,184.880000,7,2,507905
10023,2828,2020-05-22 08:11:50.203,4.480900,7,2,507904
10023,6145,2020-05-22 08:11:50.203,0.128300,7,2,507903
10023,4485,2020-05-22 08:11:50.203,0.680900,7,2,507902
10023,4302,2021-03-12 05:32:03.253,0.152400,7,2,507900
10023,3187,2021-03-12 05:32:03.253,17.920000,7,2,507899
10023,3888,2021-03-12 05:32:03.253,21.452400,7,2,507898
10023,1137,2021-03-12 05:32:03.253,0.043600,7,2,507897
10023,3562,2021-03-12 05:32:03.253,0.072800,7,2,507895
10023,3881,2021-03-12 05:32:03.253,0.344500,7,2,507893
10023,3382,2020-05-22 08:11:50.203,1.950000,7,2,507891
10023,7210,2020-05-22 08:11:50.203,295.330000,7,2,507890
10023,7544,2020-05-22 08:11:50.203,37.752000,7,2,507888
10023,1476,2021-03-12 05:32:03.253,8.515200,7,2,507887
10023,1226,2021-03-12 05:32:03.253,2.430000,7,2,507993
10023,K0827A,2021-04-28 08:21:26.347,0.000000,7,2,507992
10023,2618,2021-03-12 05:32:03.253,0.445200,7,2,507990
10023,11583,2021-03-12 05:32:03.253,9.236000,7,2,507989
10023,11999,2021-03-12 05:32:03.253,14.644500,7,2,507988
10023,6171,2020-05-22 08:11:50.203,0.012500,7,2,507987
10023,14623,2021-03-12 05:32:03.253,0.056500,7,2,507986
10023,1800,2021-03-12 05:32:03.253,307.880000,7,2,507985
10023,1641,2021-03-12 05:32:03.253,0.061300,7,2,507984
10023,2748,2021-03-12 05:32:03.253,1.995000,7,2,507983
10023,11588,2020-05-22 08:11:50.203,54.590000,7,2,507981
10023,3655,2021-03-12 05:32:03.253,3.575500,7,2,507979
10023,6482,2021-03-12 05:32:03.253,4.189600,7,2,507978
10023,T0819,2020-05-22 08:11:50.203,0.000000,7,2,507977
10023,6651,2020-05-22 08:11:50.203,0.120000,7,2,507973
10023,1061,2021-03-12 05:32:03.253,4.563200,7,2,507971
10023,3573,2021-03-12 05:32:03.253,14.740000,7,2,507968
10023,11945,2021-03-12 05:32:03.253,8.606000,7,2,507967
10023,7193,2020-05-22 08:11:50.203,14.250000,7,2,507962
10023,14884,2021-03-12 05:32:03.253,1.566500,7,2,508318
10023,1616,2021-03-12 05:32:03.253,11.940000,7,2,508314
10023,11677,2021-03-12 05:32:03.253,0.118700,7,2,508311
10023,T0871,2020-05-22 08:11:50.203,0.000000,7,2,508310
10023,K0825A,2021-04-28 08:21:26.347,0.000000,7,2,508309
10023,A6749,2020-05-22 08:11:50.203,0.000000,7,2,508308
10023,2373,2021-03-12 05:32:03.253,6.126000,7,2,508307
10023,12744,2020-05-22 08:11:50.203,15.680000,7,2,508306
10023,3409,2021-03-12 05:32:03.253,3.761600,7,2,508305
10023,12544,2021-03-12 05:32:03.253,9.893200,7,2,508304
10023,T0836,2020-05-22 08:11:50.203,0.000000,7,2,508260
10023,7614,2021-03-12 05:32:03.253,0.133400,7,2,508259
10023,6263,2020-05-22 08:11:50.203,93.295000,7,2,508257
10023,6254,2020-05-22 08:11:50.203,1.162000,7,2,508255
10023,11220,2020-05-22 08:11:50.203,12.491800,7,2,508253
10023,19584,2021-03-12 05:32:03.253,17.485000,7,2,508252
10023,7611,2020-05-22 08:11:50.203,26.150000,7,2,508393
10023,10052,2020-05-22 08:11:50.203,0.000000,7,2,508391
10023,16079,2021-03-04 03:42:21.553,2.370000,7,2,508347
10023,1752,2021-03-12 05:32:03.253,0.176400,7,2,508346
10023,5592,2021-03-12 05:32:03.253,0.282000,7,2,508344
10023,1561,2021-03-12 05:32:03.253,6.398000,7,2,508343
10023,6846,2021-03-12 05:32:03.253,0.135600,7,2,508341
10023,18345,2020-05-22 08:11:50.203,34.600000,7,2,508340
10023,2365,2021-03-12 05:32:03.253,5.730000,7,2,508338
10023,1822,2021-03-12 05:32:03.253,99.151000,7,2,508337
10023,3159,2020-05-22 08:11:50.203,0.050000,7,2,508334
10023,1587,2021-03-12 05:32:03.253,2.202000,7,2,508331
10023,12839,2020-05-22 08:11:50.203,89.000000,7,2,508328
10023,5217,2021-03-12 05:32:03.253,1.017300,7,2,508327
10023,4028,2020-05-22 08:11:50.203,1.239600,7,2,508326
10023,4705,2021-03-12 05:32:03.253,7.520000,7,2,508324
10023,2161,2020-05-22 08:11:50.203,0.079200,7,2,508322
10023,3492,2021-03-12 05:32:03.253,3.027100,7,2,508321
10023,6277,2021-03-12 05:32:03.253,6.943700,7,2,508172
10023,15987,2021-03-12 05:32:03.253,9.049300,7,2,508170
10023,5527,2020-05-22 08:11:50.203,0.050000,7,2,508168
10023,T0817,2020-05-22 08:11:50.203,0.000000,7,2,508167
10023,2714,2021-03-12 05:32:03.253,0.037600,7,2,508163
10023,12722,2021-03-12 05:32:03.253,2.074300,7,2,508162
10023,15386,2021-03-12 05:32:03.253,1.087700,7,2,508161
10023,2219,2020-05-22 08:11:50.203,1.760000,7,2,508158
10023,6513,2020-05-22 08:11:50.203,0.010000,7,2,508156
10023,3084,2021-03-12 05:32:03.253,0.608400,7,2,508155
10023,1286,2021-03-12 05:32:03.253,4.141200,7,2,508153
10023,11532,2020-05-22 08:11:50.203,2.178900,7,2,508152
10023,7185,2021-03-12 05:32:03.253,1.385100,7,2,508151
10023,9442,2021-03-12 05:32:03.253,1.000000,7,2,508148
10023,14707,2020-05-22 08:11:50.203,73.952900,7,2,508147
10023,2634,2021-03-12 05:32:03.253,0.245000,7,2,508144
10023,4709,2021-03-12 05:32:03.253,14.072000,7,2,508142
10023,2929,2021-03-12 05:32:03.253,0.714100,7,2,508246
10023,1292,2021-03-12 05:32:03.253,6.760000,7,2,508244
10023,3295,2021-03-12 05:32:03.253,16.590000,7,2,508243
10023,12149,2020-05-22 08:11:50.203,48.380000,7,2,508240
10023,2228,2021-03-12 05:32:03.253,0.342000,7,2,508239
10023,T0820,2020-05-22 08:11:50.203,0.000000,7,2,508238
10023,5482,2020-05-22 08:11:50.203,0.663900,7,2,508237
10023,16100,2021-03-04 03:42:21.553,0.140000,7,2,508234
10023,14494,2020-05-22 08:11:50.203,4.359000,7,2,508232
10023,1342,2021-03-24 10:09:10.173,0.110000,7,2,508231
10023,2897,2020-05-22 08:11:50.203,24.089000,7,2,508229
10023,16429,2020-05-22 08:11:50.203,193.000000,7,2,508227
10023,T0810,2020-05-22 08:11:50.203,0.000000,7,2,508226
10023,11725,2021-03-12 05:32:03.253,1.534100,7,2,508223
10023,SAK1,2020-05-22 08:11:50.203,1.000000,7,2,508222
10023,9967,2020-05-22 08:11:50.203,0.000000,7,2,508220
10023,11565,2020-05-22 08:11:50.203,16.870200,7,2,508219
10023,3210,2021-03-12 05:32:03.253,0.085500,7,2,508173
10023,5317,2020-05-22 08:11:50.203,62.490000,7,2,507381
10023,19874,2020-07-16 16:31:05.1,0.210000,7,2,507380
10023,13460,2020-05-22 08:11:50.203,115.000000,7,2,507379
10023,13303,2021-03-12 05:32:03.253,0.039900,7,2,507378
10023,12711,2021-03-12 05:32:03.253,0.012300,7,2,507377
10023,4684,2021-03-12 05:32:03.253,0.300000,7,2,507374
10023,4572,2021-03-12 05:32:03.253,0.201100,7,2,507373
10023,1597,2021-03-12 05:32:03.253,53.920000,7,2,507372
10023,99994,2020-05-22 08:11:50.203,0.000000,7,2,507370
10023,3866,2021-03-12 05:32:03.253,411.100000,7,2,507368
10023,1363,2021-03-12 05:32:03.253,4.060000,7,2,507367
10023,19321,2020-05-22 08:11:50.203,13.600000,7,2,507366
10023,2322,2021-03-12 05:32:03.253,26.110000,7,2,507363
10023,12222,2021-03-12 05:32:03.253,0.233000,7,2,507362
10023,4057,2020-05-22 08:11:50.203,5.206200,7,2,507360
10023,12256,2020-05-22 08:11:50.203,10.474300,7,2,507359
10023,3098,2021-03-12 05:32:03.253,7.109200,7,2,507356
10023,12352,2020-05-22 08:11:50.203,0.000000,7,2,507355
10023,14786,2021-03-12 05:32:03.253,25.395000,7,2,507354
10023,1040,2020-05-22 08:11:50.203,0.020000,7,2,507352
10023,3987,2021-03-12 05:32:03.253,0.132500,7,2,507455
10023,2990,2021-03-12 05:32:03.253,0.902400,7,2,507452
10023,2619,2020-05-22 08:11:50.203,0.600900,7,2,507451
10023,6455,2021-03-12 05:32:03.253,0.395100,7,2,507450
10023,5041,2021-03-12 05:32:03.253,9.550000,7,2,507446
10023,1177,2021-03-12 05:32:03.253,0.169200,7,2,507444
10023,4380,2020-05-22 08:11:50.203,0.179100,7,2,507441
10023,6794,2021-03-12 05:32:03.253,10.732000,7,2,507438
10023,18901,2020-05-22 08:11:50.203,0.850000,7,2,507437
10023,17476,2020-05-22 08:11:50.203,7.620000,7,2,507435
10023,11563,2021-03-12 05:32:03.253,0.203900,7,2,507434
10023,1958,2021-03-12 05:32:03.253,294.110000,7,2,507433
10023,14210,2021-03-12 05:32:03.253,0.250600,7,2,507388
10023,14441,2020-05-22 08:11:50.203,92.330000,7,2,507387
10023,7404,2021-03-12 01:27:15.983,3.074300,7,2,507386
10023,1789,2021-03-12 05:32:03.253,1.010000,7,2,507384
10023,3323,2021-03-12 05:32:03.253,2.883000,7,2,507383
10023,6251,2021-03-12 05:32:03.253,4.909900,7,2,507277
10023,6642,2020-05-22 08:11:50.203,0.027430,7,2,507276
10023,6701,2020-05-22 08:11:50.203,16.750000,7,2,507275
10023,T0867,2020-05-22 08:11:50.203,0.000000,7,2,507274
10023,T0814,2020-05-22 08:11:50.203,0.000000,7,2,507272
10023,1557,2020-05-22 08:11:50.203,1.464400,7,2,507270
10023,2158,2021-03-12 05:32:03.253,0.455200,7,2,507268
10023,5716,2021-03-12 05:32:03.253,8.666000,7,2,507267
10023,16586,2021-03-12 05:32:03.253,68.750000,7,2,507266
10023,T0826,2020-05-22 08:11:50.203,0.000000,7,2,507264
10023,16580,2021-03-12 05:32:03.253,189.446000,7,2,507262
10023,6667,2021-03-12 05:32:03.253,10.000000,7,2,507261
10023,5384,2021-03-12 05:32:03.253,0.423300,7,2,507217
10023,6220,2020-05-22 08:11:50.203,0.467600,7,2,507216
10023,1472,2020-05-22 08:11:50.203,1.345700,7,2,507214
10023,2635,2021-03-12 05:32:03.253,0.800000,7,2,507213
10023,1371,2021-03-12 05:32:03.253,0.378800,7,2,507210
10023,1039,2021-03-12 05:32:03.253,0.828300,7,2,507209
10023,14097,2021-03-12 05:32:03.253,3.033700,7,2,507206
10023,3521,2020-05-22 08:11:50.203,3.822000,7,2,507205
10023,7072,2020-05-22 08:11:50.203,4.303300,7,2,507350
10023,15659,2021-03-12 05:32:03.253,28.740000,7,2,507349
10023,2044,2021-03-12 05:32:03.253,0.388100,7,2,507347
10023,15941,2021-03-12 05:32:03.253,84.988000,7,2,507346
10023,3889,2021-03-12 05:32:03.253,3.764100,7,2,507302
10023,12167,2021-03-12 05:32:03.253,0.457400,7,2,507301
10023,17402,2020-05-22 08:11:50.203,934.820000,7,2,507298
10023,6759,2020-05-22 08:11:50.203,6.887000,7,2,507297
10023,1372,2020-05-22 08:11:50.203,0.516100,7,2,507296
10023,12734,2021-03-12 05:32:03.253,0.066200,7,2,507295
10023,2970,2021-03-12 05:32:03.253,4.610600,7,2,507290
10023,19495,2020-05-22 08:11:50.203,54.000000,7,2,507289
10023,3602,2021-03-12 05:32:03.253,0.484000,7,2,507288
10023,2160,2021-03-12 05:32:03.253,0.505000,7,2,507286
10023,15383,2021-03-12 05:32:03.253,42.340000,7,2,507285
10023,12335,2020-05-22 08:11:50.203,1.702800,7,2,507284
10023,1906,2021-03-12 05:32:03.253,2.531100,7,2,507283
10023,11678,2021-03-12 05:32:03.253,0.402800,7,2,507281
10023,1198,2020-05-22 08:11:50.203,681.960000,7,2,507638
10023,T1065,2020-05-22 08:11:50.203,0.000000,7,2,507632
10023,11238,2021-03-12 05:32:03.253,3486.607500,7,2,507631
10023,7462,2020-05-22 08:11:50.203,6.590400,7,2,507630
10023,17004,2020-05-22 08:11:50.203,13.850000,7,2,507629
10023,7584,2021-03-12 05:32:03.253,0.194100,7,2,507628
10023,7386,2021-03-12 05:32:03.253,53.669000,7,2,507627
10023,12763,2021-03-12 05:32:03.253,6.782000,7,2,507625
10023,14215,2021-03-12 05:32:03.253,9.893200,7,2,507623
10023,3207,2021-03-12 05:32:03.253,1.000000,7,2,507622
10023,11676,2021-03-12 05:32:03.253,0.097900,7,2,507621
10023,14046,2020-05-22 08:11:50.203,4.927200,7,2,507617
10023,K0811,2021-04-28 08:21:26.347,0.000000,7,2,507616
10023,3570,2021-03-12 05:32:03.253,0.069200,7,2,507614
10023,3104,2021-03-12 05:32:03.253,2.725600,7,2,507611
10023,7230,2020-05-22 08:11:50.203,1.000000,7,2,507566
10023,2406,2020-05-22 08:11:50.203,0.730000,7,2,507564
10023,2063,2020-05-22 08:11:50.203,0.605300,7,2,507884
10023,7315,2021-03-12 05:32:03.253,1.564000,7,2,507882
10023,6001,2021-03-12 05:32:03.253,2.387200,7,2,507881
10023,2988,2021-03-12 05:32:03.253,0.686800,7,2,507880
10023,13672,2020-05-22 08:11:50.203,15.430000,7,2,507877
10023,12423,2020-05-22 08:11:50.203,6.750000,7,2,507876
10023,T0842,2020-05-22 08:11:50.203,0.000000,7,2,507875
10023,5512,2021-03-12 05:32:03.253,2.093200,7,2,507872
10023,11390,2020-05-22 08:11:50.203,0.075000,7,2,507653
10023,4295,2020-05-22 08:11:50.203,6.230000,7,2,507650
10023,13654,2020-05-22 08:11:50.203,1.501900,7,2,507647
10023,11666,2021-03-12 05:32:03.253,1.445000,7,2,507646
10023,4549,2021-03-12 05:32:03.253,2.907000,7,2,507645
10023,8484,2020-05-22 08:11:50.203,0.000000,7,2,507641
10023,5155,2021-03-12 05:32:03.253,8.675000,7,2,507640
10023,13313,2021-03-12 05:32:03.253,1.279000,7,2,507531
10023,5908,2021-03-12 05:32:03.253,5.836300,7,2,507530
10023,5072,2021-03-12 05:32:03.253,0.031400,7,2,507529
10023,12797,2021-03-12 05:32:03.253,5.546000,7,2,507528
10023,4314,2020-05-22 08:11:50.203,449.480000,7,2,507527
10023,14177,2020-05-22 08:11:50.203,4.100000,7,2,507525
10023,17273,2021-03-12 05:32:03.253,0.239300,7,2,507524
10023,7420,2021-03-12 05:32:03.253,0.185400,7,2,507522
10023,5931,2020-05-22 08:11:50.203,2.511000,7,2,507475
10023,6580,2021-03-12 05:32:03.253,6.920000,7,2,507474
10023,1637,2021-03-12 05:32:03.253,1.720000,7,2,507472
10023,6652,2021-03-12 05:32:03.253,0.878000,7,2,507468
10023,K0806,2021-04-28 08:21:26.347,0.000000,7,2,507467
10023,3144,2021-03-12 05:32:03.253,0.174200,7,2,507466
10023,12727,2021-03-12 05:32:03.253,4.494000,7,2,507465
10023,1887,2020-05-22 08:11:50.203,2.410000,7,2,507463
10023,1322,2020-05-22 08:11:50.203,8.990000,7,2,507462
10023,6149,2021-03-12 05:32:03.253,0.561800,7,2,507461
10023,1175,2021-03-12 05:32:03.253,1.020000,7,2,507458
